SKU,Product,Variation,Category,Location,Unit Selling Price,Current stock,Current Stock Value (By purchase price),Current Stock Value (By sale price),Potential profit,Total unit sold,Total Unit Transfered,Total Unit Adjusted,Custom Field1,Custom Field2,Custom Field3,Custom Field4
120329,MTN 5G HYNET FLEX,,ACCESSORIES,OWERRI 2 ,80000.0,1.0,73599.995,80000.0,6400.005,108.0,1.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,ALAKAHIA ,80000.0,0.0,1692799.544,0.0,1692799.544,189.0,7.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,ALVAN 2 ,80000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,HEAD OFFICE,80000.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,ASABA INPLANT,80000.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,ONITSHA 2 ,80000.0,0.0,0.0,0.0,0.0,34.0,14.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,AWKA ,80000.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,OKIGWE HUB,80000.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,EBU AWKA,80000.0,5.0,367999.98,400000.0,32000.02,24.0,0.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,AIRPORT ,80000.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,,,,
120329,MTN 5G HYNET FLEX,,ACCESSORIES,IMSU ,80000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120330,INFINIX HOT 10 LTE,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120331,INFINIX HOT 10 PLAY 64GB/4G,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120332,INFINIX HOT 12i (2/64),,PHONES,OWERRI 2 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120333,INFINIX HOT 20i (4/64),,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120334,INFINIX HOT 30I (4/128GB),,PHONES,OWERRI 2 ,102000.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,
120335,INFINIX HOT 11 PLAY 64/4,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120336,INFINIX NOTE 12i,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120337,INFINIX NOTE 11 128/4,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120338,INFINIX SMART 6 4G 32/2,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120339,INFINIX SMART 7 PLUS,,PHONES,AWKA ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120340,ITEL 2060,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120341,ITEL 2090,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120342,ITEL 2150,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,ULAKWO ,15000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,UNIZIK 1,15000.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,UNIZIK 2,15000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,IMSU ,15000.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,IMT ,15000.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,ESUT ,15000.0,2.0,12600.0,30000.0,17400.0,2.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,OKIGWE HUB,15000.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,OWERRI 2 ,15000.0,8.0,110400.0,120000.0,9600.0,121.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,AIRPORT ,15000.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,AWKA ,15000.0,0.0,0.0,0.0,0.0,71.0,25.0,0.0,,,,
120343,ITEL 2160,,PHONES,ALAKAHIA ,15000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120343,ITEL 2160,,PHONES,ELELE ,15000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120344,itel 2163,,PHONES,AWKA ,13000.0,0.0,0.0,0.0,0.0,70.0,16.0,0.0,,,,
120344,itel 2163,,PHONES,ALAKAHIA ,13000.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,
120344,itel 2163,,PHONES,OWERRI 2 ,13000.0,10.0,119000.0,130000.0,11000.0,45.0,5.0,0.0,,,,
120344,itel 2163,,PHONES,IMT ,13000.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,
120344,itel 2163,,PHONES,IMSU ,13000.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,
120344,itel 2163,,PHONES,UNIZIK 2,13000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120344,itel 2163,,PHONES,OKIGWE HUB,13000.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,,,
120344,itel 2163,,PHONES,AIRPORT ,13000.0,1.0,12500.0,13000.0,500.0,47.0,4.0,0.0,,,,
120345,ITEL 2171,,PHONES,ESUT ,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,OWERRI 2 ,8200.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,ESUT ,8200.0,2.0,15600.0,16400.0,800.0,0.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,UNIZIK 2,8200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,IMT ,8200.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,IMSU ,8200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,AWKA ,8200.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,,,,
120346,ITEL 2173,,PHONES,ELELE ,8200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120346,ITEL 2173,,PHONES,OKIGWE HUB,8200.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,
120347,ITEL 2180,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120348,ITEL 2190,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120349,ITEL 5020,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120350,ITEL 5606,,PHONES,OWERRI 2 ,18000.0,1.0,17500.0,18000.0,500.0,34.0,2.0,0.0,,,,
120350,ITEL 5606,,PHONES,AWKA ,18000.0,7.0,114800.0,126000.0,11200.0,23.0,3.0,0.0,,,,
120350,ITEL 5606,,PHONES,UNIZIK 1,18000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120350,ITEL 5606,,PHONES,OKIGWE HUB,18000.0,3.0,49600.0,54000.0,4400.0,1.0,0.0,0.0,,,,
120351,ITEL 5610,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120352,ITEL 5615,,PHONES,OWERRI 2 ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,
120352,ITEL 5615,,PHONES,AWKA ,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,
120353,ITEL A16 PLUS,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120354,ITEL A23,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120355,ITEL P38 32/2,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120363,NOKIA 110,,PHONES,ALAKAHIA ,11400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120364,NOKIA 105 DS,,PHONES,AIRPORT ,16000.0,0.0,0.0,0.0,0.0,37.0,10.0,0.0,,,,
120364,NOKIA 105 DS,,PHONES,OWERRI 2 ,16000.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,,,
120364,NOKIA 105 DS,,PHONES,AWKA ,16000.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,
120364,NOKIA 105 DS,,PHONES,ALAKAHIA ,16000.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,
120365,Nokia1 Adroid,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,ULI ,700.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,STATE SEC ,700.0,1.0,187.5,700.0,512.5,159.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,OANDO ,700.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,MBAITOLI ,700.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,IGBARIAM ,700.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,NEKEDE ,700.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,ULAKWO ,700.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,ELELE ,700.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,UMUAGWO ,700.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,
120366,PPSK,,SIM CARDS,ONITSHA 2 ,700.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,ALVAN 1 ,700.0,443.0,265799.271,310100.0,44300.729,976.0,205.0,0.0,,,,
120367,PPWB,,SIM CARDS,ALAKAHIA ,700.0,1428.0,2087563.758,999600.0,1087963.758,15078.0,5350.0,0.0,,,,
120367,PPWB,,SIM CARDS,AWKA ,700.0,2071.0,1242593.787,1449700.0,207106.213,25068.0,12580.0,0.0,,,,
120367,PPWB,,SIM CARDS,ONITSHA 2 ,700.0,2678.0,1616991.915,1874600.0,257608.085,12454.0,23645.0,0.0,,,,
120367,PPWB,,SIM CARDS,AIRPORT ,700.0,343.0,205798.971,240100.0,34301.029,4496.0,5200.0,0.0,,,,
120367,PPWB,,SIM CARDS,OWERRI 2 ,700.0,386.0,231598.842,270200.0,38601.158,22801.0,3150.0,0.0,,,,
120367,PPWB,,SIM CARDS,OKIGWE HUB,700.0,392.0,235200.0,274400.0,39200.0,5071.0,400.0,34.0,,,,
120367,PPWB,,SIM CARDS,IGWURUTA ,700.0,595.0,358798.65,416500.0,57701.35,2942.0,163.0,0.0,,,,
120367,PPWB,,SIM CARDS,ELELE ,700.0,57.0,34199.829,39900.0,5700.171,1787.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,ULAKWO ,700.0,90.0,54000.0,63000.0,9000.0,686.0,0.0,12.0,,,,
120367,PPWB,,SIM CARDS,ESUT ,700.0,33.0,19800.0,23100.0,3300.0,141.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,UNIZIK 2,700.0,52.0,31199.844,36400.0,5200.156,2927.0,31.0,0.0,,,,
120367,PPWB,,SIM CARDS,UNIZIK 1,700.0,67.0,40199.799,46900.0,6700.201,1974.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,UMUAGWO ,700.0,168.0,90999.624,117600.0,26600.376,57.0,150.0,0.0,,,,
120367,PPWB,,SIM CARDS,STATE SEC ,700.0,207.0,124199.4,144900.0,20700.6,463.0,130.0,0.0,,,,
120367,PPWB,,SIM CARDS,NEKEDE ,700.0,231.0,138599.307,161700.0,23100.693,3114.0,245.0,0.0,,,,
120367,PPWB,,SIM CARDS,IGBARIAM ,700.0,311.0,186599.4,217700.0,31100.6,1239.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,IMSU ,700.0,279.0,167399.163,195300.0,27900.837,1936.0,155.0,0.0,,,,
120367,PPWB,,SIM CARDS,ALVAN 2 ,700.0,31.0,18599.907,21700.0,3100.093,699.0,65.0,0.0,,,,
120367,PPWB,,SIM CARDS,OKO ,700.0,239.0,143399.283,167300.0,23900.717,2270.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,ASABA INPLANT,700.0,0.0,0.0,0.0,0.0,2535.0,745.0,0.0,,,,
120367,PPWB,,SIM CARDS,OANDO ,700.0,168.0,100799.496,117600.0,16800.504,1296.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,ULI ,700.0,215.0,128999.355,150500.0,21500.645,2017.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,IHIALA  ,700.0,578.0,346798.5,404600.0,57801.5,2884.0,0.0,0.0,,,,
120367,PPWB,,SIM CARDS,MBAITOLI ,700.0,99.0,59399.703,69300.0,9900.297,7061.0,470.0,0.0,,,,
120367,PPWB,,SIM CARDS,IMT ,700.0,36.0,21599.892,25200.0,3600.108,836.0,0.0,0.0,,,,
120368,SAMSUNG A03 4/64GB,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120369,SAMSUNG A04 4/64GB,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120370,SAMSUNG A14 128GB,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120371,SAMSUNG A14(4/64GB),,PHONES,ALAKAHIA ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,
120373,SAMSUNG A33,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120374,TECNO 301,,PHONES,IMSU ,20000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,
120374,TECNO 301,,PHONES,IMT ,20000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,
120374,TECNO 301,,PHONES,AIRPORT ,20000.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,,,
120374,TECNO 301,,PHONES,OKIGWE HUB,20000.0,2.0,28800.0,40000.0,11200.0,10.0,0.0,0.0,,,,
120374,TECNO 301,,PHONES,AWKA ,20000.0,4.0,58400.0,80000.0,21600.0,55.0,26.0,0.0,,,,
120374,TECNO 301,,PHONES,OWERRI 2 ,20000.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,,,,
120374,TECNO 301,,PHONES,UNIZIK 2,20000.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,
120375,TECNO 349,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120376,TECNO 350,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120378,TECNO 372,,PHONES,OWERRI 2 ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,
120379,TECNO 402,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120380,TECNO 454,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120381,TECNO 466,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120382,TECNO 474,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120383,TECNO 661,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120384,TECNO CAMON 17P 128/6,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120385,TECNO POP 2 +,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120386,TECNO POP 4 PRO,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120387,TECNO POP 7(2/64gb),,PHONES,AWKA ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120388,TECNO POP3,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120389,TECNO POP7 PRO (3/64GB),,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120390,TECNO POP7 PRO (4/64GB),,PHONES,AWKA ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,
120391,TECNO SPARK 10 (8/128),,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120393,TECNO SPARK 10C (4/128GB),,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120394,TECNO SPARK 10C (8/128GB),,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120395,TECNO SPARK 8C 64/2,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120396,TECNO SPARK 9T 4/128gb,,PHONES,AWKA ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,
120397,TECNO 313,,PHONES,IGWURUTA ,10500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120397,TECNO 313,,PHONES,OWERRI 2 ,10500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
120398,TECNO T349,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120399,TECNO T351,,PHONES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120400,TECNO T372,,PHONES,AWKA ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,AIRPORT ,100.0,0.0,0.0,0.0,0.0,31957.0,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,AWKA ,100.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,ELELE ,100.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,IGWURUTA ,100.0,0.0,0.0,0.0,0.0,940.0,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,OKIGWE HUB,100.0,1156.0,0.0,115600.0,115600.0,40944.0,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,ONITSHA 2 ,100.0,1015.0,0.0,101500.0,101500.0,30488.2,0.0,0.0,,,,
120467,MOMO - SOF,,MOMO,ALAKAHIA ,100.0,0.0,0.0,0.0,0.0,46036.0,1400.0,0.0,,,,
120467,MOMO - SOF,,MOMO,OWERRI 2 ,100.0,500.0,0.0,50000.0,50000.0,46752.7,0.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,IMT ,15000.0,2.0,27000.004,30000.0,2999.996,11.0,0.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,ALVAN 1 ,15000.0,4.0,54000.008,60000.0,5999.992,14.0,0.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,MBAITOLI ,15000.0,4.0,54000.008,60000.0,5999.992,16.0,1.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,ALVAN 2 ,15000.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,UNIZIK 2,15000.0,2.0,27000.004,30000.0,2999.996,25.0,1.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,IMSU ,15000.0,4.0,54000.008,60000.0,5999.992,29.0,0.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,IGWURUTA ,15000.0,4.0,54000.008,60000.0,5999.992,37.0,2.0,0.0,,,,
120468,MTN MIFI,,ACCESSORIES,OKO ,15000.0,1.0,13500.002,15000.0,1499.998,15.0,0.0,0.0,,,,
