SKU,Product,Variation,Category,Location,Unit Selling Price,Current stock,Current Stock Value (By purchase price),Current Stock Value (By sale price),Potential profit,Total unit sold,Total Unit Transfered,Total Unit Adjusted,Custom Field1,Custom Field2,Custom Field3,Custom Field4
249196,MOMO HEAD OFFICE,,MOMO,IGWURUTA ,100.0,506.0,50600.0,50600.0,0.0,4494.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ELELE ,100.0,1770.0,177000.0,177000.0,0.0,6230.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ALVAN 2 ,100.0,185.0,18501.45,18500.0,1.45,2618.5,270.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,OKIGWE ,100.0,495.0,49500.0,49500.0,0.0,2705.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,MBAITOLI ,100.0,386.0,38600.0,38600.0,0.0,10114.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,OKIGWE HUB,100.0,778.0,77800.0,77800.0,0.0,9223.5,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,IHIALA  ,100.0,1856.0,185600.0,185600.0,0.0,8441.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,IGBARIAM ,100.0,315.5,31550.0,31550.0,0.0,1684.5,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,EBU AWKA,100.0,1500.0,150000.0,150000.0,0.0,26004.5,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ULI ,100.0,0.0,0.0,0.0,0.0,2703.0,297.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,OWERRI 2 ,100.0,5236.0,523600.0,523600.0,0.0,45391.5,2900.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,OKO ,100.0,524.0,52400.0,52400.0,0.0,1976.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,UNIZIK 2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,AWKA ,100.0,11193.5,1119350.0,1119350.0,0.0,51950.5,36900.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ESUT ,100.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,IMT ,100.0,140.2,14019.75,14020.0,0.25,1559.8,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,UMUAGWO ,100.0,490.0,49000.0,49000.0,0.0,1760.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,STATE SEC ,100.0,407.0,40700.0,40700.0,0.0,3243.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,AIRPORT ,100.0,637.0,63700.0,63700.0,0.0,38363.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,IMSU ,100.0,427.0,42700.0,42700.0,0.0,6973.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ULAKWO ,100.0,367.0,36700.0,36700.0,0.0,6733.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,NEKEDE ,100.0,150.0,15000.0,15000.0,0.0,7750.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,OANDO ,100.0,174.5,17450.0,17450.0,0.0,1325.5,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,UNIZIK 1,100.0,547.0,54700.0,54700.0,0.0,10153.0,0.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ONITSHA 2 ,100.0,10291.0,1029100.0,1029100.0,0.0,48129.0,44700.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,ALAKAHIA ,100.0,7190.0,719000.0,719000.0,0.0,94832.0,13000.0,0.0,,,,
249196,MOMO HEAD OFFICE,,MOMO,HEAD OFFICE,100.0,0.0,0.0,0.0,0.0,31689.0,0.0,0.0,,,,
261734,SAMSUNG A1659 (4/128)GB,,PHONES,OWERRI 2 ,280000.0,1.0,267900.0,280000.0,12100.0,0.0,0.0,0.0,,,,
453768,itel 6350,,PHONES,OWERRI 2 ,17000.0,1.0,15300.0,17000.0,1700.0,9.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ONITSHA 2 ,100.0,6688.0,645371.936,668800.0,23428.064,151083.0,61100.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ALAKAHIA ,100.0,39000.0,3771335.0,3900000.0,128665.0,490779.0,78271.0,1000.0,,,,
LOGICAL 100,N100,,LOGICALS,OKIGWE HUB,100.0,1280.0,123516.16,128000.0,4483.84,10220.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,AWKA ,100.0,1000.0,96497.0,100000.0,3503.0,35260.0,52575.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,UMUAKA ,100.0,0.0,0.0,0.0,0.0,4707.0,583.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ALVAN 2 ,100.0,65.0,6272.305,6500.0,227.695,6275.0,750.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,OKO ,100.0,623.0,60117.631,62300.0,2182.369,5343.0,0.0,7.0,,,,
LOGICAL 100,N100,,LOGICALS,STATE SEC ,100.0,817.0,78837.098,81700.0,2862.902,15038.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,OANDO ,100.0,618.0,59635.092,61800.0,2164.908,9733.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ULI ,100.0,496.0,47862.512,49600.0,1737.488,16009.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,IHIALA  ,100.0,940.0,90707.18,94000.0,3292.82,37000.0,500.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,MBAITOLI ,100.0,778.0,75074.666,77800.0,2725.334,25108.0,200.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ALVAN 1 ,100.0,493.0,48248.5,49300.0,1051.5,14160.0,600.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,UNIZIK 2,100.0,69.0,6654.814,6900.0,245.186,2511.0,0.0,20.0,,,,
LOGICAL 100,N100,,LOGICALS,IGBARIAM ,100.0,853.0,82311.042,85300.0,2988.958,5219.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,AIRPORT ,100.0,10400.0,1042173.4,1040000.0,2173.4,62853.0,97850.0,300.0,,,,
LOGICAL 100,N100,,LOGICALS,UMUAGWO ,100.0,1030.0,99390.92,103000.0,3609.08,5970.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,IGWURUTA ,100.0,4210.0,406258.29,421000.0,14741.71,29440.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ELELE ,100.0,1550.0,149571.9,155000.0,5428.1,27500.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,IMSU ,100.0,570.0,55003.29,57000.0,1996.71,12085.0,1550.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ULAKWO ,100.0,390.0,37633.83,39000.0,1366.17,9081.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,NEKEDE ,100.0,433.0,41782.802,43300.0,1517.198,14760.0,650.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,ESUT ,100.0,0.0,0.0,0.0,0.0,5030.0,0.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,IMT ,100.0,32.0,3087.936,3200.0,112.064,11588.0,100.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,OKIGWE ,100.0,1490.0,143780.53,149000.0,5219.47,14880.0,700.0,0.0,,,,
LOGICAL 100,N100,,LOGICALS,UNIZIK 1,100.0,408.0,39370.776,40800.0,1429.224,3345.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ALVAN 1 ,1000.0,102.0,105184.564,102000.0,3184.564,2865.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,IHIALA  ,1000.0,254.0,245106.676,254000.0,8893.324,1887.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,MBAITOLI ,1000.0,227.0,219054.092,227000.0,7945.908,4557.0,250.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ULI ,1000.0,87.0,83954.652,87000.0,3045.348,1037.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,OANDO ,1000.0,90.0,86849.64,90000.0,3150.36,1658.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,STATE SEC ,1000.0,172.0,165979.312,172000.0,6020.688,2846.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,OKO ,1000.0,32.0,30879.808,32000.0,1120.192,1716.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ALVAN 2 ,1000.0,0.0,0.0,0.0,0.0,1333.0,570.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,UMUAKA ,1000.0,0.0,0.0,0.0,0.0,353.0,139.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,AWKA ,1000.0,600.0,578995.965,600000.0,21004.035,11340.0,19030.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,IGWURUTA ,1000.0,167.0,161154.499,167000.0,5845.501,273.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,OKIGWE HUB,1000.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,OWERRI 2 ,1000.0,2845.0,2745416.465,2845000.0,99583.535,21155.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,UMUAGWO ,1000.0,200.0,192999.2,200000.0,7000.8,790.0,50.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,IGBARIAM ,1000.0,105.0,101324.63,105000.0,3675.37,997.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ALAKAHIA ,1000.0,2000.0,1957992.31,2000000.0,42007.69,19782.0,1840.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ONITSHA 2 ,1000.0,873.0,842441.508,873000.0,30558.492,21023.0,8020.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,AIRPORT ,1000.0,1700.0,1640489.5,1700000.0,59510.5,1507.0,12587.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ELELE ,1000.0,167.0,161154.499,167000.0,5845.501,188.0,800.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,IMSU ,1000.0,201.0,193964.394,201000.0,7035.606,4881.0,200.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ULAKWO ,1000.0,135.0,130274.595,135000.0,4725.405,1820.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,NEKEDE ,1000.0,158.0,152469.526,158000.0,5530.474,3625.0,100.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,ESUT ,1000.0,38.0,36669.468,38000.0,1330.532,555.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,IMT ,1000.0,0.0,0.0,0.0,0.0,1714.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,OKIGWE ,1000.0,149.0,143784.553,149000.0,5215.447,2360.0,300.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,UNIZIK 1,1000.0,128.0,123519.616,128000.0,4480.384,2337.0,0.0,0.0,,,,
LOGICAL 1000,N1000,,LOGICALS,UNIZIK 2,1000.0,35.0,33774.755,35000.0,1225.245,2010.0,0.0,0.0,,,,
LOGICAL 1500,N1500,,LOGICALS,,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,UNIZIK 2,200.0,185.0,35705.74,37000.0,1294.26,4713.0,200.0,40.0,,,,
LOGICAL 200,N200,,LOGICALS,IGBARIAM ,200.0,440.0,84921.76,88000.0,3078.24,7287.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ALVAN 1 ,200.0,893.0,175440.636,178600.0,3159.364,17944.0,800.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,MBAITOLI ,200.0,989.0,190880.956,197800.0,6919.044,22924.0,650.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,IHIALA  ,200.0,1507.0,290857.028,301400.0,10542.972,25516.0,500.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ULI ,200.0,346.0,66779.384,69200.0,2420.616,12159.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ELELE ,200.0,800.0,154403.2,160000.0,5596.8,22100.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,OANDO ,200.0,495.0,95536.98,99000.0,3463.02,10541.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,STATE SEC ,200.0,992.0,191459.968,198400.0,6940.032,15931.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,OKO ,200.0,967.0,186634.868,193400.0,6765.132,9109.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ALVAN 2 ,200.0,54.0,10422.216,10800.0,377.784,6617.0,1215.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,UMUAKA ,200.0,0.0,0.0,0.0,0.0,3590.0,330.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,AWKA ,200.0,5100.0,984320.4,1020000.0,35679.6,33125.0,78675.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,OKIGWE HUB,200.0,1080.0,208444.32,216000.0,7555.68,8620.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,UNIZIK 1,200.0,428.0,82608.28,85600.0,2991.72,6882.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,OKIGWE ,200.0,683.0,131821.732,136600.0,4778.268,16475.0,1300.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,IMT ,200.0,164.0,31652.656,32800.0,1147.344,11198.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ESUT ,200.0,0.0,0.0,0.0,0.0,5247.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,NEKEDE ,200.0,690.0,133172.76,138000.0,4827.24,13196.0,1300.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ULAKWO ,200.0,400.0,77201.6,80000.0,2798.4,9867.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,IMSU ,200.0,580.0,111942.32,116000.0,4057.68,15463.0,470.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,IGWURUTA ,200.0,2042.0,394113.0,408400.0,14287.0,20758.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,UMUAGWO ,200.0,1477.0,285070.07,295400.0,10329.93,4528.0,200.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,OWERRI 2 ,200.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,AIRPORT ,200.0,18150.0,3503041.5,3630000.0,126958.5,21161.0,75700.0,147.0,,,,
LOGICAL 200,N200,,LOGICALS,ONITSHA 2 ,200.0,3325.0,641738.3,665000.0,23261.7,172873.0,64740.0,0.0,,,,
LOGICAL 200,N200,,LOGICALS,ALAKAHIA ,200.0,22000.0,4246145.48,4400000.0,153854.52,264985.0,53100.0,1600.0,,,,
LOGICAL 500,N500,,LOGICALS,AWKA ,500.0,3000.0,1447512.0,1500000.0,52488.0,77850.0,55250.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,OKIGWE HUB,500.0,695.0,335340.28,347500.0,12159.72,2855.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,OKO ,500.0,135.0,65138.04,67500.0,2361.96,3885.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,UMUAKA ,500.0,0.0,0.0,0.0,0.0,1410.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ALVAN 2 ,500.0,45.0,21712.68,22500.0,787.32,3512.0,790.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,STATE SEC ,500.0,812.0,391793.248,406000.0,14206.752,6266.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,OANDO ,500.0,60.0,28950.24,30000.0,1049.76,5903.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ULI ,500.0,103.0,49697.912,51500.0,1802.088,5201.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,IHIALA  ,500.0,1114.0,537509.0,557000.0,19491.0,7675.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,MBAITOLI ,500.0,340.0,164051.36,170000.0,5948.64,8630.0,200.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ALVAN 1 ,500.0,360.0,178043.976,180000.0,1956.024,8941.0,10.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,IGBARIAM ,500.0,510.0,246077.04,255000.0,8922.96,4043.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,UNIZIK 2,500.0,50.0,24125.0,25000.0,875.0,2964.0,500.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,UNIZIK 1,500.0,278.0,134136.112,139000.0,4863.888,5628.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,OKIGWE ,500.0,220.0,106150.88,110000.0,3849.12,7810.0,550.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,IMT ,500.0,99.0,47767.896,49500.0,1732.104,10090.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ESUT ,500.0,51.0,24659.214,25500.0,840.786,1761.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,NEKEDE ,500.0,501.0,241734.503,250500.0,8765.497,6884.0,550.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ULAKWO ,500.0,245.0,118213.48,122500.0,4286.52,5499.0,300.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,IMSU ,500.0,276.0,133171.104,138000.0,4828.896,11904.0,800.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ELELE ,500.0,390.0,188176.56,195000.0,6823.44,2010.0,500.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,IGWURUTA ,500.0,447.0,215677.9,223500.0,7822.1,3337.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,UMUAGWO ,500.0,1130.0,545228.8,565000.0,19771.2,1844.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,OWERRI 2 ,500.0,0.0,0.0,0.0,0.0,89750.0,0.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,AIRPORT ,500.0,9100.0,4390774.0,4550000.0,159226.0,3445.0,27540.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ONITSHA 2 ,500.0,1697.0,818809.288,848500.0,29690.712,85746.0,32390.0,0.0,,,,
LOGICAL 500,N500,,LOGICALS,ALAKAHIA ,500.0,7000.0,3377535.2,3500000.0,122464.8,100880.0,7154.0,0.0,,,,
LOGICAL 750,N750,,LOGICALS,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Total:,Total:,Total:,Total:,Total:,,8980910.5,81558031.743,81582404.3,24372.557,203364520.48,21038163.52,3045.0,,,,
